amount,project,uuid,provider,currency,Legal entity,operation_type,date,buyer_country
540.82,projectB,a4f2c943-786f-49b6-a6d7-0341202c66e3,FS Acquiring,EUR,metasa-m,DISCOUNT_FEE,10/19/2025,PS
925.87,projectB,27f327e5-6fe3-4a26-bb68-0f4dda42a8b8,Nuvei,USD,metasa-m,DISCOUNT_FEE,10/4/2025,LK
452.87,projectC,4af312d0-d1fd-40d2-bbb0-cb6518004f97,stripe,USD,proto-m,REFUND,10/5/2025,ET
74.35,projectC,fd2ca78f-b042-4045-80de-a663ac3a96dd,Nuvei,USD,proto-m,REFUND,10/18/2025,IN
329,projectC,5b90399c-b174-4b16-9a06-77680804a971,FS Acquiring,GBP,metasa-m,DISCOUNT_FEE,10/30/2025,CY
715.76,projectB,d1287c69-9088-471c-a0de-81ea4d4abb62,FS Acquiring,USD,proto-m,CAPTURE_FEE,10/27/2025,WS
68.28,projectC,e3afddfd-18f4-4607-a551-046b2fd04030,Nuvei,USD,ninja corp,DISCOUNT_FEE,10/18/2025,AO
442.42,projectC,71effaac-4af5-4329-bc8f-de3e61699787,stripe,USD,ninja corp,REFUND,10/15/2025,SA
11.89,projectA,c8de7678-fcf5-4b06-92ee-b2d841f25830,FS Acquiring,USD,ninja corp,CHARGEBACK,10/30/2025,MT
242.88,projectB,5001e4f9-b71b-4382-917c-d642095eac4e,Nuvei,EUR,ninja corp,DISCOUNT_FEE,10/31/2025,VN
864.83,projectC,2d8aef79-3a08-468c-8de5-db112f2e984a,Nuvei,GBP,metasa-m,VAT,10/22/2025,TL
91.36,projectB,c8cbaa5d-e33b-4200-8a46-3df79164d68e,FS Acquiring,GBP,proto-m,CHARGEBACK,10/18/2025,GT
600.25,projectA,9dc93fe6-5e97-439e-a967-dd7769e33fd9,Nuvei,USD,ninja corp,VAT,10/6/2025,BJ
959.42,projectB,c9434730-ea0a-493f-935d-129c7cf8ebfb,stripe,EUR,metasa-m,SALE,10/14/2025,TZ
795.57,projectB,72c1f5e9-3026-480b-a312-08d69fd68318,stripe,EUR,ninja corp,CAPTURE_FEE,10/12/2025,RE
343.29,projectA,a0a9c06b-b358-41bc-ac7c-cc1fd3ba3c40,FS Acquiring,GBP,metasa-m,VAT,10/2/2025,DJ
229.07,projectA,d5d8919f-33a8-4b9c-a810-33d7429e5e46,FS Acquiring,USD,ninja corp,SALE,10/2/2025,GF
523.71,projectA,c5359295-93c4-463a-8cde-b1337cc402bb,stripe,USD,metasa-m,VAT,10/24/2025,LU
839.42,projectC,05479cc4-1e86-4a23-b48d-f93d17993bcf,stripe,USD,proto-m,REFUND,10/4/2025,LY
53.42,projectB,9f6f77c4-991b-4909-821d-42c3e8439dc2,FS Acquiring,EUR,metasa-m,VAT,10/12/2025,SI
260.1,projectC,6ee6c57b-50fe-4595-a4c5-53963fffc948,stripe,GBP,metasa-m,REFUND,10/12/2025,TV
130.26,projectB,2f2dc8e0-0758-4b52-9013-1cb5b8cf8167,Nuvei,USD,ninja corp,REFUND,10/27/2025,FO
113.55,projectC,b309bbcc-295e-445b-bad2-6d54ac1a334c,FS Acquiring,USD,metasa-m,CHARGEBACK,10/19/2025,SZ
744.19,projectC,dd4054b6-c537-4e9e-83d0-f9d2363d8788,FS Acquiring,GBP,proto-m,CHARGEBACK,10/31/2025,GU
665.58,projectC,f63f72ec-f520-4450-a90a-2eb58cea73ee,stripe,GBP,proto-m,CHARGEBACK,10/14/2025,HK
166.75,projectB,31acf44e-d213-47ee-a885-53b0ffd57caf,stripe,GBP,ninja corp,SALE,10/11/2025,UY
557.66,projectA,3e1a0b9a-a0bf-43ac-8ba6-3d7ae4b1a0aa,Nuvei,GBP,metasa-m,VAT,10/18/2025,TL
171.2,projectA,f35da7db-e5eb-449c-9067-dde554bbaae4,FS Acquiring,USD,metasa-m,VAT,10/11/2025,BA
1.32,projectA,6aebfcd4-76c4-4960-aedd-6e65d5802055,Nuvei,GBP,ninja corp,DISCOUNT_FEE,10/10/2025,DJ
676.93,projectC,58bfe194-111e-4278-b305-b79f1f6fb241,Nuvei,GBP,proto-m,VAT,10/15/2025,IL
60.35,projectA,48a971ed-4dfe-4d4d-a3c1-c010ff0969e7,stripe,USD,proto-m,REFUND,10/18/2025,CU
800.39,projectA,9c694e9d-c09b-42ad-b531-a5576ae651e5,Nuvei,GBP,ninja corp,REFUND,10/6/2025,CA
598.26,projectA,46a492d0-24b3-488c-b4b7-152b90861ed9,FS Acquiring,USD,ninja corp,CAPTURE_FEE,10/8/2025,AG
607.92,projectB,bc3b01c3-095e-417c-90e0-a778d2934114,stripe,EUR,ninja corp,DISCOUNT_FEE,10/13/2025,SC
97.32,projectC,80dded05-0a39-466b-90a5-ab7401af17b6,Nuvei,USD,metasa-m,REFUND,10/5/2025,LA
925.81,projectB,e0f21512-5d51-459a-9e4f-848c568b3013,Nuvei,EUR,proto-m,SALE,10/22/2025,BZ
376.09,projectA,635be554-c74e-435f-8116-986c985c0819,stripe,EUR,ninja corp,VAT,10/7/2025,SY
484.67,projectC,11d8ab78-c405-4a38-af38-bd97b936a680,FS Acquiring,EUR,proto-m,SALE,10/3/2025,PG
685.78,projectA,a2663d93-3f1e-4e10-970e-a907691aec35,FS Acquiring,EUR,proto-m,SALE,10/23/2025,IE
475.31,projectC,5688db2b-47d0-4c76-bfc5-8e9eb91d6dd5,FS Acquiring,EUR,proto-m,SALE,10/4/2025,SM
285.15,projectA,0742eb6d-1dca-4af3-997f-4f2cd8a7f440,stripe,GBP,proto-m,CHARGEBACK,10/13/2025,LS
417.52,projectA,8627b839-42b3-41d9-933d-922114b73aa6,FS Acquiring,EUR,proto-m,SALE,10/9/2025,ZM
567.63,projectA,47e48477-4aff-4193-b307-3f8d92739aee,FS Acquiring,USD,proto-m,DISCOUNT_FEE,10/18/2025,TZ
751.12,projectA,fda92479-e2da-41e4-b0c8-9df55c718dc2,stripe,USD,metasa-m,CAPTURE_FEE,10/21/2025,SM
452.58,projectA,e2dd0031-e3de-40cb-b06a-089f9245a7bd,FS Acquiring,USD,ninja corp,VAT,10/14/2025,NI
282.51,projectA,f0143148-6234-41c9-8021-bcecf9bb3c81,Nuvei,USD,ninja corp,REFUND,10/1/2025,TC
954.9,projectB,60da6010-16b9-41a4-bd24-840001a1db1c,FS Acquiring,GBP,metasa-m,REFUND,10/31/2025,AX
281.64,projectB,6f89b748-9393-4e0f-a592-6a37e885429c,FS Acquiring,USD,metasa-m,CAPTURE_FEE,10/2/2025,AZ
216.82,projectC,d4ba6844-1618-4b88-8f14-5a7045e379d1,Nuvei,EUR,ninja corp,VAT,10/13/2025,CW
462.18,projectA,25bdbcce-0bff-4b5f-8b98-aa2289364cef,stripe,USD,metasa-m,CAPTURE_FEE,10/9/2025,MZ
595.08,projectB,0937c575-90de-4387-99dc-781f8a9cca66,stripe,EUR,ninja corp,CHARGEBACK,10/31/2025,TC
84.24,projectB,5513513c-be01-4e4e-8a15-c602fae1d5be,stripe,EUR,metasa-m,CHARGEBACK,10/31/2025,GQ
161.4,projectA,4bf8526b-f9ea-4999-a8de-146a189d9e27,stripe,GBP,proto-m,SALE,10/12/2025,RU
577.44,projectC,1c2d5578-3adb-4bc8-9699-9e44389c60c8,Nuvei,GBP,ninja corp,REFUND,10/15/2025,NR
676.82,projectB,a46c8a57-eb83-48f4-89fc-c2b4924217ad,Nuvei,EUR,proto-m,CHARGEBACK,10/22/2025,SS
196.21,projectA,cebf02bc-0ad5-41d5-b7ce-fcf81c159756,stripe,GBP,proto-m,VAT,10/14/2025,BH
848.45,projectB,79fbd179-460b-44ae-98e5-5605a7754573,FS Acquiring,USD,metasa-m,REFUND,10/17/2025,SA
765.01,projectC,e14a7407-a914-417e-9c79-ebaabdc2c1a4,Nuvei,GBP,ninja corp,VAT,10/28/2025,AM
660.31,projectB,ec80e688-73c7-4306-bb83-cc8845b69e0e,FS Acquiring,USD,ninja corp,CHARGEBACK,10/13/2025,KZ
744.43,projectB,6d246947-9b64-4b08-8121-b8ec6ade2aa3,Nuvei,EUR,metasa-m,SALE,10/10/2025,SJ
889.17,projectB,054301df-6e4e-4e8d-bbb1-1694fce51c84,Nuvei,EUR,metasa-m,VAT,10/5/2025,CY
182,projectB,fbe7978b-95a5-4aa2-b6c5-f967ebba56c1,FS Acquiring,GBP,proto-m,REFUND,10/23/2025,IT
504.64,projectC,e5acea91-e45d-4b22-b226-f9d0a5e59ee6,stripe,EUR,ninja corp,SALE,10/19/2025,GP
780.83,projectC,20335572-a860-4a04-a7cb-865338bb5bed,stripe,GBP,proto-m,CAPTURE_FEE,10/21/2025,KW
451.54,projectA,2156f6eb-905e-4929-bd0d-4701b8f0fc76,FS Acquiring,USD,metasa-m,VAT,10/9/2025,PE
751.03,projectC,85ce2aa8-c81a-4964-a851-a8af39044a13,Nuvei,GBP,metasa-m,VAT,10/2/2025,FJ
479,projectA,28958fbb-0279-4510-970a-18c455d13852,Nuvei,GBP,metasa-m,REFUND,10/23/2025,MT
365.2,projectA,359eaafe-d383-42b1-a988-1155639b6e3b,FS Acquiring,EUR,proto-m,VAT,10/5/2025,BB
163.68,projectA,977a6c26-fb29-41ab-b2f2-2be474462c00,Nuvei,GBP,ninja corp,DISCOUNT_FEE,10/14/2025,VN
126.67,projectB,4ac94a8a-b921-4759-904f-9ab9d40397fb,Nuvei,GBP,proto-m,REFUND,10/15/2025,EG
303.96,projectA,12c0e550-b5b1-49f9-8e74-89518d59e50d,stripe,USD,proto-m,DISCOUNT_FEE,10/1/2025,KP
463.36,projectC,27fdf84b-989c-4973-a8b1-ff04896d5b67,FS Acquiring,GBP,metasa-m,REFUND,10/4/2025,SC
933.23,projectB,aa4dfb9f-f58e-4fba-869c-10ffec9a8a88,FS Acquiring,USD,ninja corp,CAPTURE_FEE,10/5/2025,LB
381.66,projectA,948194b5-0513-4482-a7bd-6282762d4316,stripe,EUR,proto-m,SALE,10/14/2025,QA
364.98,projectB,57376d40-868c-4760-86cf-b409ffa8ee8d,FS Acquiring,GBP,proto-m,REFUND,10/2/2025,VA
982.36,projectB,ec1ceb49-64cb-4660-93a2-f3c310c8f672,Nuvei,GBP,ninja corp,VAT,10/10/2025,KG
565.56,projectB,113dc0df-72b6-41e5-9406-6a921b2a4bb4,FS Acquiring,EUR,metasa-m,CHARGEBACK,10/29/2025,LU
104.22,projectC,ee06ea22-3b13-4ef6-8154-e3b2294f9b23,FS Acquiring,EUR,ninja corp,VAT,10/26/2025,BA
696.64,projectB,05992d26-a0f2-4f79-8e9d-af9218100dac,FS Acquiring,USD,proto-m,CAPTURE_FEE,10/7/2025,SM
417.98,projectA,21d6b6de-9635-446a-b1ca-aaebabafd3a3,FS Acquiring,EUR,proto-m,SALE,10/22/2025,HT
999.22,projectA,c3993805-ba25-4570-9fc5-6967beb8e39b,stripe,USD,proto-m,REFUND,10/21/2025,BO
204.57,projectA,fd891dc9-2520-4a07-a80f-b379d69e6d15,FS Acquiring,EUR,ninja corp,REFUND,10/16/2025,CG
342.67,projectA,51584a66-feed-4dc5-95e5-a20f8984c608,Nuvei,USD,metasa-m,CHARGEBACK,10/29/2025,YT
92.02,projectA,8ed9bcc2-acf9-41f2-a847-d873121ca00a,FS Acquiring,GBP,proto-m,DISCOUNT_FEE,10/6/2025,MC
707.69,projectB,e2aae718-19c3-4e1d-a1ab-24f39d2039fa,stripe,GBP,proto-m,CHARGEBACK,10/20/2025,ZA
242.23,projectA,34269499-bedc-4675-9aef-92d4a9e0586d,Nuvei,GBP,proto-m,CAPTURE_FEE,10/20/2025,NU
807.46,projectB,c8031807-7eab-4c8e-8609-006cca08f60d,Nuvei,USD,ninja corp,DISCOUNT_FEE,10/16/2025,BV
232.64,projectA,9cc9836f-d083-4b6f-ba93-3ba132151320,Nuvei,EUR,proto-m,DISCOUNT_FEE,10/1/2025,PL
240.16,projectC,590bbcd8-9e11-4b03-9cdb-30f584a67146,stripe,GBP,proto-m,CAPTURE_FEE,10/5/2025,EH
942.4,projectA,f707e099-8988-4907-a9bc-80fd4cda2393,Nuvei,USD,proto-m,SALE,10/23/2025,GH
799.5,projectB,f8db0933-575f-4db4-bfc8-518c31630fca,Nuvei,EUR,metasa-m,VAT,10/13/2025,YE
966.56,projectA,0191f49d-a394-40f0-b0c0-4893834c1c83,stripe,GBP,proto-m,VAT,10/19/2025,GH
313.67,projectC,b1bb8da7-d5ba-40ce-bcc1-4179e8efa1e9,FS Acquiring,EUR,ninja corp,REFUND,10/12/2025,SS
446.04,projectB,6ec591b1-b308-4420-9c44-06970cc65ff7,Nuvei,EUR,proto-m,SALE,10/9/2025,AG
936.44,projectB,b3cf06e2-bb12-4d32-b2a8-a2fc1ae704f7,Nuvei,GBP,proto-m,VAT,10/21/2025,CO
112.7,projectA,76458adc-0b63-42aa-9e06-651cf22275aa,stripe,EUR,metasa-m,VAT,10/2/2025,IE
283.53,projectC,9af963c9-db28-43c7-9a40-c7821be24075,stripe,EUR,ninja corp,SALE,10/11/2025,ML
966.55,projectB,4a40c873-9fb1-4871-be63-fc94cb7a72d4,Nuvei,GBP,ninja corp,VAT,10/9/2025,KM
495.76,projectA,cc88db1d-56bd-49b2-83c7-45376a327ec7,FS Acquiring,USD,metasa-m,SALE,10/18/2025,SJ
461.52,projectA,8cd81e3b-203a-479c-a3c6-3691f8417dff,FS Acquiring,GBP,metasa-m,CHARGEBACK,10/18/2025,LT
652.42,projectA,0cd57aa7-dfb1-40b4-8e51-f0e7b409a9a2,FS Acquiring,GBP,metasa-m,SALE,10/2/2025,MN
184.25,projectC,8973fcb2-7779-4827-94b2-30df824f0db2,stripe,GBP,proto-m,DISCOUNT_FEE,10/22/2025,ZA
702.62,projectC,d4850a61-9b67-4313-a0ff-d674276a00f6,stripe,EUR,metasa-m,VAT,10/14/2025,GI
121.81,projectC,deef20fc-6152-44d6-8878-04315913df7d,Nuvei,USD,proto-m,CAPTURE_FEE,10/19/2025,NF
775.22,projectB,8c1d985a-d323-4f43-87b6-8008f6e03e91,stripe,EUR,metasa-m,VAT,10/28/2025,CW
808.75,projectB,b7f0b816-b62d-4a23-bdf7-e23bfae45b51,stripe,GBP,metasa-m,SALE,10/7/2025,DM
633.12,projectB,07c07814-c236-49d0-a216-c53fe434e61e,stripe,USD,ninja corp,CHARGEBACK,10/12/2025,PF
315.17,projectB,4cc1eca9-953f-41d7-a061-610a921e04a2,FS Acquiring,GBP,proto-m,SALE,10/28/2025,GS
449.04,projectA,512c6a34-5dfb-495c-8134-37e62fdf334a,stripe,GBP,ninja corp,REFUND,10/22/2025,MG
424.31,projectA,19c5c6ad-a0cb-44e1-852b-9b6f44da9fbe,FS Acquiring,GBP,metasa-m,REFUND,10/12/2025,LB
939.75,projectC,54f3a64b-4fb5-4196-a63a-bf94f4c2c701,FS Acquiring,EUR,proto-m,VAT,10/19/2025,DE
829.12,projectB,918f9163-2a7d-4d4b-a53c-ac79c9670d21,Nuvei,USD,metasa-m,DISCOUNT_FEE,10/15/2025,HU
509.51,projectC,00d9aa13-5d6b-437b-913b-95b01b846795,FS Acquiring,GBP,proto-m,SALE,10/15/2025,SN
897.99,projectB,e1afe264-5bb4-4f83-956d-70e862047637,Nuvei,USD,ninja corp,CAPTURE_FEE,10/7/2025,TO
910.74,projectC,11c10975-38df-4894-b60f-35e20910b0e3,FS Acquiring,EUR,ninja corp,REFUND,10/18/2025,MA
3.86,projectA,e746075b-8e02-4698-a7e1-9743869a68d7,Nuvei,GBP,metasa-m,VAT,10/24/2025,AG
446.63,projectB,bb83290e-75f9-49b5-808a-718d14a7cf73,Nuvei,USD,metasa-m,DISCOUNT_FEE,10/22/2025,TF
211.85,projectA,e7d7f003-215d-451d-a99d-d8e549bf2b6e,stripe,GBP,metasa-m,REFUND,10/31/2025,CN
436.6,projectB,02083016-32d4-4a31-9a37-9733b3544042,Nuvei,USD,proto-m,VAT,10/19/2025,IE
987.15,projectC,6cb7c98f-cddd-413f-a5cb-001206f2d921,stripe,USD,metasa-m,CHARGEBACK,10/2/2025,CC
668.31,projectC,11dc37d7-8179-42c7-9926-5aedf765d77d,FS Acquiring,GBP,metasa-m,SALE,10/23/2025,ML
44.74,projectA,e08c708f-340f-453b-8cd7-79762f04d72f,Nuvei,GBP,ninja corp,CHARGEBACK,10/2/2025,AL
546.15,projectC,cd7b7c91-efc7-4cdd-b148-88685ab7c276,Nuvei,EUR,metasa-m,CAPTURE_FEE,10/12/2025,AT
953.7,projectC,88784f38-64c7-45e3-830d-19a77eb416bb,Nuvei,EUR,ninja corp,CHARGEBACK,10/5/2025,AW
124.16,projectC,1b36fe7e-a195-4ba0-a221-2ca53a4a0d4a,stripe,EUR,metasa-m,CAPTURE_FEE,10/7/2025,RU
837.11,projectB,82010fb8-f2e6-4fee-bdda-76776c001fed,FS Acquiring,EUR,proto-m,SALE,10/2/2025,MC
854.47,projectB,440ca95b-d2bd-447a-8c00-becffdf4b5a7,Nuvei,EUR,metasa-m,SALE,10/6/2025,GT
988.69,projectB,41d0bd1b-dbf0-4527-81bc-dce9ca013bc6,FS Acquiring,EUR,metasa-m,SALE,10/2/2025,QA
121.05,projectA,67b81c58-f5f0-4296-adac-316413bc8109,Nuvei,USD,ninja corp,CHARGEBACK,10/20/2025,NF
886.28,projectC,5b21984b-169d-455e-9394-daed7f3bc9a2,Nuvei,EUR,metasa-m,DISCOUNT_FEE,10/2/2025,UZ
293.19,projectA,61d12f17-21a0-49b5-9172-bf88dca5c07c,stripe,GBP,proto-m,SALE,10/8/2025,ZW
561.1,projectA,3414d5d1-95e7-4edf-bfd7-7747411c557a,Nuvei,GBP,proto-m,VAT,10/16/2025,AS
781.42,projectA,8c4d19ba-ea91-4743-a105-7a3347a6d8aa,Nuvei,GBP,ninja corp,REFUND,10/11/2025,HU
294.16,projectA,a0415729-4677-4711-ac60-b280d9b72818,stripe,EUR,proto-m,DISCOUNT_FEE,10/9/2025,MC
680.28,projectA,3c9971a2-3441-46e3-826b-8066e9f88024,stripe,EUR,ninja corp,DISCOUNT_FEE,10/13/2025,HR
911.54,projectC,26b1faa5-e9d6-42b1-9dca-0cca043cda85,FS Acquiring,USD,ninja corp,DISCOUNT_FEE,10/29/2025,SC
160.98,projectC,41835461-eee4-4d23-a3b4-fd7c8d244611,Nuvei,GBP,metasa-m,DISCOUNT_FEE,10/26/2025,NF
450.49,projectC,979b5573-0d1e-4243-9429-52b44e0ebfaf,FS Acquiring,GBP,proto-m,SALE,10/4/2025,TM
581.8,projectA,fd9beb6d-7c93-4521-b782-f64e94144878,FS Acquiring,EUR,metasa-m,DISCOUNT_FEE,10/4/2025,SS
147.28,projectA,3eb8bcc7-64c9-4a42-a3f6-7bcce812df70,FS Acquiring,EUR,ninja corp,CHARGEBACK,10/31/2025,GA
150.03,projectB,9f843f6e-cfb9-48a4-8f6d-105d57c7ab29,FS Acquiring,EUR,proto-m,DISCOUNT_FEE,10/9/2025,IE
772.66,projectA,4ce765c3-3797-4e97-bb05-c2d39220b033,stripe,USD,ninja corp,DISCOUNT_FEE,10/5/2025,MA
815.88,projectA,65aad984-7d4b-49b1-b31b-bde884d8b46c,stripe,GBP,proto-m,CAPTURE_FEE,10/17/2025,NP
392.49,projectC,9d9da50a-6d8c-491d-88bf-106591d11030,FS Acquiring,USD,ninja corp,CAPTURE_FEE,10/23/2025,AM
42.34,projectA,50138653-b2e5-4909-ab25-4f9d6ba837ac,FS Acquiring,USD,metasa-m,VAT,10/24/2025,VU
651.26,projectC,c802d987-4416-455c-8e14-4413284e4d1d,stripe,EUR,metasa-m,CAPTURE_FEE,10/30/2025,CR
521.72,projectB,9c1f6437-0317-4ac4-a173-28d66243f839,FS Acquiring,USD,ninja corp,REFUND,10/4/2025,EE
984.44,projectA,06d411c5-23cc-4f88-9b1b-4d680ccb7942,stripe,EUR,ninja corp,CHARGEBACK,10/5/2025,FJ
169.42,projectB,ddb494d5-7305-4e7e-8dc2-cfda3d7fd09a,FS Acquiring,USD,ninja corp,DISCOUNT_FEE,10/5/2025,SG
626.39,projectA,8a62582e-cb26-4e0d-ae09-2aefc700cbcf,stripe,USD,proto-m,DISCOUNT_FEE,10/8/2025,CG
447.97,projectC,44611b84-3639-4b3d-a793-23cd01f40eda,stripe,EUR,ninja corp,CHARGEBACK,10/23/2025,MP
373.78,projectA,922babfa-ecdd-4281-b2e2-6e6c23fbec6e,Nuvei,USD,ninja corp,VAT,10/10/2025,AL
924.22,projectA,2a70f468-9bd2-4392-8628-f95c61012fe6,FS Acquiring,GBP,ninja corp,VAT,10/23/2025,WS
518.76,projectB,58aa7678-fba0-4766-9eef-2970633f0766,FS Acquiring,USD,ninja corp,SALE,10/16/2025,MZ
664.86,projectC,478393a5-61ff-43fc-bc26-69ad9f2693f3,FS Acquiring,USD,metasa-m,DISCOUNT_FEE,10/15/2025,AT
325.59,projectC,f5941b41-f63a-46ce-8994-83c3db297c21,FS Acquiring,GBP,ninja corp,CHARGEBACK,10/2/2025,TR
243.96,projectC,408d4cd7-677d-481b-bfe0-ad9192f7bb57,stripe,EUR,proto-m,SALE,10/1/2025,NP
32.42,projectA,08813648-bd73-450b-8f5c-33a1b61d5472,stripe,EUR,proto-m,VAT,10/16/2025,NA
905.52,projectB,180bbf52-6abc-4768-ba69-cac26ae1e57d,FS Acquiring,USD,ninja corp,REFUND,10/26/2025,TH
495.62,projectB,5a60069c-2a01-4100-bb0d-c15283cd273d,stripe,EUR,ninja corp,DISCOUNT_FEE,10/30/2025,PK
458.7,projectC,852fd26c-eb15-43ef-8632-39f35757709a,Nuvei,USD,metasa-m,VAT,10/15/2025,TO
298.92,projectC,57bf5ca7-e896-4fd1-a24a-a01bf3778b7c,Nuvei,GBP,metasa-m,VAT,10/28/2025,DJ
145.86,projectA,0f1231e1-ad5b-4c53-8838-e966267dd2f7,Nuvei,USD,metasa-m,SALE,10/23/2025,CN
739.11,projectC,1bf0fd2c-5d7e-43ea-9ac5-6387391fcadd,stripe,EUR,ninja corp,VAT,10/14/2025,ZM
228.84,projectC,feb54783-7b3f-48c8-8fb6-6c269b128858,FS Acquiring,GBP,proto-m,REFUND,10/4/2025,WF
532.91,projectA,5f0027cd-a436-458e-89e1-40e2a985efd8,stripe,USD,ninja corp,REFUND,10/18/2025,IM
894.71,projectA,9463d1a7-e9a7-4ee4-84e9-6ffdc9cf09e9,FS Acquiring,EUR,ninja corp,CAPTURE_FEE,10/23/2025,MA
53.76,projectA,1fe968cd-6e84-4d69-9248-32d45f3bf2a9,Nuvei,EUR,metasa-m,DISCOUNT_FEE,10/5/2025,AL
803.08,projectB,a9d5516e-c6b6-4c33-9fde-6e5468dc6256,Nuvei,USD,proto-m,REFUND,10/22/2025,SO
495.45,projectC,f14c3605-d334-44a2-be71-6911e8ea86ac,Nuvei,EUR,metasa-m,REFUND,10/27/2025,SA
975.2,projectB,cd711ec7-e0d4-4e7d-8d1a-7b9c9fd47581,Nuvei,EUR,proto-m,DISCOUNT_FEE,10/9/2025,TL
549.61,projectC,9f37a1fe-8bef-43b2-8051-b96ec62f27d3,FS Acquiring,EUR,metasa-m,REFUND,10/9/2025,AF
51.42,projectC,791c90cd-ffa6-480e-b34c-ac43aa576ae9,stripe,GBP,metasa-m,CAPTURE_FEE,10/15/2025,VC
221.5,projectC,6235e13b-bd15-4bcc-8a1f-b0997785bf2f,stripe,GBP,metasa-m,VAT,10/17/2025,CZ
949.59,projectC,7da8fa50-0c5a-46d2-a7e2-1622b0967e04,stripe,USD,metasa-m,REFUND,10/20/2025,TC
136.79,projectB,2a7619e1-7c61-4359-87fe-4be846fcc20e,FS Acquiring,GBP,proto-m,SALE,10/29/2025,IM
437.11,projectB,7f7e840f-2475-4bcd-94e0-5e8c8feb0f43,FS Acquiring,USD,ninja corp,SALE,10/18/2025,CA
38.27,projectC,a55afa0b-f949-4051-b2df-a68fdf1ce852,Nuvei,EUR,ninja corp,VAT,10/12/2025,LK
674.3,projectC,2a41fb8b-4401-4506-8edd-b6aca66d576b,Nuvei,USD,ninja corp,CAPTURE_FEE,10/4/2025,RU
473.98,projectA,c0b846fe-08b1-4120-8e80-3c765085d9c5,FS Acquiring,GBP,ninja corp,REFUND,10/14/2025,GP
980.62,projectB,df9f3452-7d0d-46e6-9063-7be7c6206c83,FS Acquiring,GBP,proto-m,DISCOUNT_FEE,10/20/2025,AW
446.6,projectC,797141dd-96f0-45cb-83f1-5410a35a8b7d,FS Acquiring,GBP,metasa-m,CHARGEBACK,10/19/2025,ZM
179.63,projectC,81323460-de84-4b78-b6d6-62b753e5af09,FS Acquiring,USD,ninja corp,CAPTURE_FEE,10/25/2025,NZ
529.81,projectC,29dce49c-5b2c-46ce-81c2-37f844698126,stripe,GBP,ninja corp,DISCOUNT_FEE,10/7/2025,PG
731.09,projectC,655c9ff4-ac6b-4869-aa40-3d622c62d7a9,Nuvei,USD,ninja corp,CHARGEBACK,10/14/2025,DZ
80.63,projectB,6998962f-37bd-4e15-8079-e83759019c8d,Nuvei,EUR,metasa-m,VAT,10/25/2025,TV
998.5,projectB,8f790c20-7690-4208-9645-86c1e0a63edb,Nuvei,USD,ninja corp,REFUND,10/30/2025,LI
523.9,projectB,d8206820-c568-492a-a2d9-c7f22ea2b0d5,Nuvei,EUR,proto-m,DISCOUNT_FEE,10/25/2025,BG
561.04,projectA,dedb5d03-6601-4899-8ef1-e6afa085260b,FS Acquiring,USD,metasa-m,CHARGEBACK,10/25/2025,TC
713.78,projectC,d9945a73-cbcd-4f68-81a4-afa6d6228d4d,FS Acquiring,GBP,metasa-m,CAPTURE_FEE,10/1/2025,EG
334.84,projectC,b5ec310d-5520-4657-91c0-246a5e03b25c,FS Acquiring,GBP,proto-m,VAT,10/16/2025,GY
219.71,projectA,8824c0ab-7f25-405b-9685-015d33b4e697,stripe,EUR,metasa-m,REFUND,10/13/2025,HM
437.31,projectC,bc58a6b0-2b74-464b-8a15-ef48820e3ccf,FS Acquiring,GBP,ninja corp,REFUND,10/7/2025,RW
170.89,projectC,ce54d7d8-5229-44b3-b2be-60680cd7c09c,FS Acquiring,USD,ninja corp,CHARGEBACK,10/11/2025,HR
420.22,projectA,993b3c25-fd6b-466d-a757-9bcf5854cc32,Nuvei,EUR,metasa-m,CHARGEBACK,10/31/2025,PW
850.84,projectB,01965f40-e4d2-4d18-95cf-dfae4b3f1227,stripe,USD,metasa-m,VAT,10/24/2025,GF
140.19,projectC,0883e74f-2761-45e1-8674-ee10145f25df,FS Acquiring,USD,metasa-m,VAT,10/25/2025,NE
852.65,projectC,e4446843-263c-465a-9997-131130e64c2c,Nuvei,GBP,proto-m,SALE,10/24/2025,DK
696.78,projectB,8dbb8740-47a2-421e-840f-a41601bda48b,FS Acquiring,EUR,proto-m,VAT,10/1/2025,AZ
454.14,projectA,41b26db8-d276-4021-afc2-ee2e963cebce,FS Acquiring,USD,proto-m,SALE,10/25/2025,VE
993.93,projectA,8de42dab-8e45-47ff-8ab8-83498d28bbf2,FS Acquiring,EUR,ninja corp,DISCOUNT_FEE,10/30/2025,LI
843.87,projectB,e6e7ba88-eed1-4a39-8fe6-32fcb014d25e,stripe,EUR,ninja corp,CHARGEBACK,10/8/2025,WF
694.95,projectC,afb46354-8bbf-44d8-bead-d37f29788890,stripe,USD,proto-m,VAT,10/25/2025,GQ
152.45,projectA,27a6d863-7b4d-4e8f-a1f1-bf8c7eab6df0,stripe,GBP,ninja corp,CAPTURE_FEE,10/6/2025,GR
904.03,projectB,6880f377-1185-4500-8df0-0a2bb5f8712b,Nuvei,USD,ninja corp,SALE,10/12/2025,CC
305.9,projectC,b3fa7eb3-acf6-4ec1-81dd-67c84ef05df2,stripe,USD,ninja corp,VAT,10/31/2025,GF
